,gender,purchases,job_title,job_industry_category,wealth_segment,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value,Age
842,Female,79,Environmental Specialist,Property,High Net Worth,Yes,6,192 South Junction,2567,NSW,Australia,7,843,0.5695,64.0
843,Female,25,Compensation Analyst,Financial Services,Mass Customer,No,12,900 Victoria Way,2211,NSW,Australia,9,843,0.5695,21.0
844,Female,21,Engineer IV,Retail,Mass Customer,No,7,06 Main Alley,4300,QLD,Australia,4,845,0.5631250000000001,49.0
845,Male,22,Engineer I,Manufacturing,Mass Customer,No,3,22 Muir Avenue,2148,NSW,Australia,5,845,0.5631250000000001,28.0
846,Female,60,Executive Secretary,,Mass Customer,Yes,3,4871 Caliangt Hill,4102,QLD,Australia,8,845,0.5631250000000001,27.0
847,Male,42,Financial Analyst,Financial Services,Mass Customer,Yes,5,47776 Packers Street,3226,VIC,Australia,8,845,0.5631250000000001,40.0
848,Female,62,Registered Nurse,Health,High Net Worth,Yes,10,535 Graedel Circle,2444,NSW,Australia,7,845,0.5631250000000001,25.0
849,Male,66,VP Quality Control,Telecommunications,High Net Worth,No,12,9 Stephen Center,4122,QLD,Australia,4,845,0.5631250000000001,65.0
850,Female,46,Registered Nurse,Health,High Net Worth,No,12,074 Badeau Crossing,3250,VIC,Australia,2,851,0.5625,63.0
851,Female,63,Civil Engineer,Manufacturing,Mass Customer,No,17,4897 Melody Road,2566,NSW,Australia,9,851,0.5625,66.0
852,Male,62,Pharmacist,Health,Mass Customer,Yes,1,096 Gateway Road,2747,NSW,Australia,8,851,0.5625,24.0
853,Female,29,Cost Accountant,Financial Services,Affluent Customer,Yes,9,68 Bluestem Center,3166,VIC,Australia,10,854,0.561,80.0
854,Female,45,Automation Specialist II,Property,High Net Worth,Yes,5,6 Maple Plaza,2042,NSW,Australia,10,854,0.561,42.0
855,Male,24,Junior Executive,Health,Affluent Customer,Yes,18,6812 Gina Point,3082,VIC,Australia,7,856,0.56,44.0
856,Male,32,VP Quality Control,Manufacturing,Affluent Customer,Yes,11,1 Becker Parkway,4350,QLD,Australia,2,856,0.56,69.0
857,Female,67,Human Resources Assistant III,Health,Affluent Customer,Yes,22,52201 Tony Avenue,2088,NSW,Australia,9,856,0.56,83.0
858,Male,88,Clinical Specialist,Health,Affluent Customer,Yes,12,2382 Anthes Crossing,2153,NSW,Australia,10,859,0.5578124999999999,63.0
859,Female,47,Business Systems Development Analyst,IT,High Net Worth,No,15,44350 Buell Alley,4018,QLD,Australia,6,859,0.5578124999999999,64.0
860,Male,37,Marketing Manager,Manufacturing,High Net Worth,Yes,8,23 Del Sol Alley,3064,VIC,Australia,6,859,0.5578124999999999,43.0
861,Male,42,Financial Advisor,Financial Services,Affluent Customer,No,3,79 Mockingbird Plaza,3163,VIC,Australia,7,862,0.5525,42.0
862,Male,54,Senior Financial Analyst,Financial Services,Affluent Customer,No,10,858 Portage Hill,2770,NSW,Australia,7,862,0.5525,69.0
863,Female,2,Environmental Tech,Manufacturing,Affluent Customer,Yes,7,629 Grasskamp Junction,2200,NSW,Australia,9,862,0.5525,22.0
864,Female,32,Associate Professor,Manufacturing,Mass Customer,No,4,88 Aberg Circle,3806,VIC,Australia,8,865,0.55,32.0
865,Male,57,Account Representative IV,Health,High Net Worth,Yes,21,18 Morning Circle,3012,VIC,Australia,2,865,0.55,75.0
866,Female,99,Dental Hygienist,Health,High Net Worth,No,14,7523 Eggendart Hill,4151,QLD,Australia,10,865,0.55,58.0
867,Male,11,Environmental Specialist,,High Net Worth,Yes,12,2 Mandrake Street,2221,NSW,Australia,11,865,0.55,61.0
868,Female,87,Statistician IV,Financial Services,Mass Customer,No,8,727 Morrow Parkway,3197,VIC,Australia,9,865,0.55,64.0
869,Male,95,Product Engineer,Health,Mass Customer,Yes,12,83497 Memorial Plaza,2570,NSW,Australia,11,870,0.544,48.0
870,Female,47,Senior Cost Accountant,Financial Services,Mass Customer,No,4,488 Briar Crest Court,2101,NSW,Australia,12,871,0.541875,55.0
871,Female,76,Nurse,Health,High Net Worth,Yes,7,78451 South Street,2380,NSW,Australia,3,871,0.541875,61.0
872,Female,37,Clinical Specialist,Health,High Net Worth,No,8,6 Prairieview Pass,2770,NSW,Australia,6,871,0.541875,69.0
873,Female,50,,IT,Mass Customer,Yes,21,5 Ohio Road,3169,VIC,Australia,10,871,0.541875,48.0
874,Male,88,Programmer Analyst II,Financial Services,Affluent Customer,No,11,4787 Golf Terrace,3163,VIC,Australia,7,871,0.541875,48.0
875,Male,58,Electrical Engineer,Manufacturing,Affluent Customer,Yes,1,4 Pine View Junction,3021,VIC,Australia,8,871,0.541875,27.0
876,Female,57,Automation Specialist I,Manufacturing,Mass Customer,No,19,097 Hollow Ridge Alley,2118,NSW,Australia,11,877,0.54,66.0
877,Male,43,Automation Specialist III,Manufacturing,Affluent Customer,Yes,13,860 Barby Lane,4275,QLD,Australia,9,877,0.54,74.0
878,Female,30,Assistant Manager,Health,High Net Worth,Yes,13,6412 Butternut Road,2050,NSW,Australia,10,879,0.5375,28.0
879,Male,44,,,Affluent Customer,No,19,15 Weeping Birch Crossing,2448,NSW,Australia,4,879,0.5375,56.0
880,Male,67,Tax Accountant,Financial Services,High Net Worth,No,7,891 Sachtjen Hill,4170,QLD,Australia,9,879,0.5375,81.0
881,Male,63,,Telecommunications,Mass Customer,Yes,9,771 Union Crossing,4570,QLD,Australia,6,882,0.5355,49.0
882,Female,22,GIS Technical Architect,,Affluent Customer,Yes,13,22 Farmco Avenue,3851,VIC,Australia,3,883,0.53125,25.0
883,U,24,,IT,Affluent Customer,No,2,01 Bunker Hill Drive,2230,NSW,Australia,10,883,0.53125,
884,Male,48,Associate Professor,Entertainment,Mass Customer,No,14,7650 Gulseth Parkway,3139,VIC,Australia,7,883,0.53125,58.0
885,Male,40,Cost Accountant,Financial Services,Affluent Customer,Yes,20,24815 Lindbergh Avenue,2749,NSW,Australia,7,883,0.53125,84.0
886,Male,52,Software Consultant,Telecommunications,Mass Customer,No,11,924 Lindbergh Court,2226,NSW,Australia,9,883,0.53125,28.0
887,Female,27,Analog Circuit Design manager,Argiculture,Affluent Customer,Yes,5,1 Manitowish Court,2259,NSW,Australia,9,888,0.525,65.0
888,Female,72,Structural Analysis Engineer,Financial Services,Affluent Customer,No,5,9 Derek Alley,3058,VIC,Australia,9,888,0.525,42.0
889,Male,64,,Manufacturing,Affluent Customer,No,16,5990 Fairfield Pass,2318,NSW,Australia,6,888,0.525,51.0
890,Male,57,Project Manager,IT,Mass Customer,Yes,9,1 Mandrake Way,3844,VIC,Australia,1,888,0.525,66.0
891,Male,51,Design Engineer,Property,Mass Customer,Yes,6,4011 Prairieview Court,2031,NSW,Australia,12,888,0.525,50.0
892,Female,11,Civil Engineer,Manufacturing,High Net Worth,Yes,15,53877 Dakota Crossing,2871,NSW,Australia,3,893,0.520625,23.0
893,Male,31,Executive Secretary,,High Net Worth,No,5,49 Northfield Drive,2145,NSW,Australia,9,893,0.520625,38.0
894,Female,54,Systems Administrator II,IT,Mass Customer,Yes,6,0 Summit Center,4019,QLD,Australia,4,893,0.520625,22.0
895,Male,5,Software Test Engineer II,Manufacturing,Mass Customer,No,18,66 Shopko Circle,3806,VIC,Australia,8,896,0.52,61.0
896,Male,46,Environmental Tech,IT,Affluent Customer,Yes,7,370 Eastwood Road,4133,QLD,Australia,5,896,0.52,81.0
897,Male,47,Staff Scientist,Health,Mass Customer,No,10,20 Hoffman Park,2145,NSW,Australia,9,898,0.5125,63.0
898,Female,38,Accountant IV,Property,Affluent Customer,No,11,6293 Hooker Point,2099,NSW,Australia,10,899,0.51,70.0
899,Male,5,,Health,High Net Worth,No,19,30 Harper Trail,2318,NSW,Australia,9,899,0.51,54.0
900,Male,1,Assistant Professor,,Mass Customer,No,13,64467 Pankratz Pass,3023,VIC,Australia,7,899,0.51,52.0
901,Female,53,Chief Design Engineer,Manufacturing,Mass Customer,No,8,900 Brown Junction,2291,NSW,Australia,10,899,0.51,58.0
902,Male,48,Paralegal,Financial Services,Mass Customer,No,9,8845 Spaight Way,3049,VIC,Australia,6,903,0.5015,26.0
903,Female,84,Business Systems Development Analyst,Manufacturing,Affluent Customer,Yes,5,85420 Myrtle Road,2114,NSW,Australia,8,904,0.5,49.0
904,U,0,Legal Assistant,IT,Mass Customer,No,2,276 Anthes Court,2450,NSW,Australia,6,904,0.5,
905,Female,77,Account Executive,Health,Mass Customer,No,8,6315 Mendota Parkway,2263,NSW,Australia,7,904,0.5,49.0
906,Male,27,Help Desk Technician,,Affluent Customer,No,17,66904 American Ash Hill,4814,QLD,Australia,5,904,0.5,55.0
907,Female,57,,,Mass Customer,No,12,90 Morningstar Drive,3030,VIC,Australia,7,904,0.5,59.0
908,Male,10,Software Test Engineer III,Health,Affluent Customer,No,16,34020 Sheridan Park,2768,NSW,Australia,9,904,0.5,22.0
909,Female,65,Sales Representative,Retail,Mass Customer,Yes,8,58 Meadow Valley Court,2330,NSW,Australia,5,904,0.5,65.0
910,Female,49,,Manufacturing,Mass Customer,No,18,2030 Anderson Lane,2141,NSW,Australia,10,904,0.5,47.0
911,Female,7,General Manager,Manufacturing,Affluent Customer,No,17,07 Acker Pass,3178,VIC,Australia,8,904,0.5,31.0
912,Male,39,Geologist III,Manufacturing,Affluent Customer,Yes,6,31815 Vermont Drive,4227,QLD,Australia,5,913,0.4993749999999999,62.0
913,Female,16,Help Desk Operator,,High Net Worth,Yes,10,5070 Division Parkway,3910,VIC,Australia,9,913,0.4993749999999999,61.0
914,Male,86,,,Mass Customer,No,21,4 Fordem Avenue,2777,NSW,Australia,9,913,0.4993749999999999,83.0
915,Female,58,Developer IV,Entertainment,High Net Worth,No,9,659 Comanche Plaza,2153,NSW,Australia,10,913,0.4993749999999999,35.0
916,Female,14,Chemical Engineer,Manufacturing,High Net Worth,Yes,13,5 Myrtle Junction,4128,QLD,Australia,2,913,0.4993749999999999,43.0
917,Female,64,Software Consultant,Health,High Net Worth,No,16,723 Grayhawk Way,3934,VIC,Australia,8,913,0.4993749999999999,38.0
918,Female,71,Nurse,Telecommunications,High Net Worth,No,3,55 Dorton Point,4154,QLD,Australia,9,913,0.4993749999999999,34.0
919,Male,78,Help Desk Operator,Telecommunications,High Net Worth,No,17,9 Killdeer Circle,2643,NSW,Australia,2,920,0.4929999999999999,72.0
920,Female,45,Assistant Manager,,High Net Worth,Yes,14,04 Miller Drive,2477,NSW,Australia,6,921,0.49,64.0
921,Female,59,Pharmacist,Health,Mass Customer,No,16,64213 Miller Point,2071,NSW,Australia,9,921,0.49,32.0
922,Male,51,Teacher,Property,Mass Customer,Yes,3,24593 Jackson Parkway,2231,NSW,Australia,10,921,0.49,41.0
923,Female,22,,Manufacturing,High Net Worth,No,17,9346 Lyons Point,2077,NSW,Australia,10,924,0.48875,39.0
924,Female,2,Senior Cost Accountant,Financial Services,Mass Customer,Yes,15,0504 Nevada Drive,2155,NSW,Australia,10,924,0.48875,49.0
925,Female,47,General Manager,Manufacturing,Mass Customer,Yes,5,817 Loftsgordon Road,3029,VIC,Australia,4,926,0.4844999999999999,63.0
926,Female,61,Research Associate,Manufacturing,Mass Customer,No,20,30 Lukken Point,4159,QLD,Australia,9,926,0.4844999999999999,65.0
927,Male,75,Librarian,Entertainment,High Net Worth,No,3,4 Kingsford Trail,4051,QLD,Australia,4,928,0.48,24.0
928,Female,84,Senior Cost Accountant,Financial Services,High Net Worth,Yes,13,42 3rd Plaza,2250,NSW,Australia,7,928,0.48,44.0
929,Female,67,,Manufacturing,Affluent Customer,Yes,13,6660 Riverside Circle,3013,VIC,Australia,9,930,0.478125,29.0
930,Male,65,Occupational Therapist,Health,Mass Customer,Yes,21,21712 Texas Court,3429,VIC,Australia,5,930,0.478125,71.0
931,Female,98,Statistician II,Manufacturing,Affluent Customer,No,8,122 Marcy Park,2213,NSW,Australia,10,930,0.478125,46.0
932,Female,30,Software Engineer I,Telecommunications,Mass Customer,Yes,12,293 Mendota Park,2154,NSW,Australia,10,930,0.478125,35.0
933,Male,18,Senior Financial Analyst,Financial Services,Mass Customer,No,14,47 Scofield Junction,3620,VIC,Australia,4,930,0.478125,47.0
934,Female,5,Project Manager,Manufacturing,Mass Customer,No,6,9 Washington Center,3340,VIC,Australia,4,930,0.478125,62.0
935,Female,79,Assistant Media Planner,Entertainment,Mass Customer,Yes,17,7109 Grayhawk Avenue,3073,VIC,Australia,6,936,0.476,59.0
936,Male,16,Help Desk Technician,Financial Services,High Net Worth,Yes,8,70 Evergreen Hill,3207,VIC,Australia,8,937,0.47,58.0
937,Female,41,Paralegal,Financial Services,High Net Worth,Yes,11,20139 Lakewood Plaza,2440,NSW,Australia,3,937,0.47,77.0
938,Female,77,Legal Assistant,Argiculture,Mass Customer,No,17,9 Memorial Road,4132,QLD,Australia,4,939,0.4675,82.0
939,Male,98,Staff Scientist,Retail,High Net Worth,No,20,3094 Elka Place,2166,NSW,Australia,9,939,0.4675,76.0
940,Female,61,Internal Auditor,Financial Services,Mass Customer,Yes,21,31 Schurz Parkway,3181,VIC,Australia,8,939,0.4675,48.0
941,Female,5,Chief Design Engineer,,Mass Customer,Yes,7,85894 Amoth Court,4125,QLD,Australia,7,939,0.4675,68.0
942,Female,63,Food Chemist,Health,Affluent Customer,Yes,8,955 Burning Wood Way,2478,NSW,Australia,3,939,0.4675,51.0
943,Male,90,Software Test Engineer I,Retail,Mass Customer,No,8,27 Crownhardt Center,3934,VIC,Australia,10,944,0.46,48.0
944,Male,91,Analog Circuit Design manager,Property,Mass Customer,No,5,41002 Loomis Park,2010,NSW,Australia,9,944,0.46,30.0
945,Female,63,Sales Representative,Retail,High Net Worth,No,8,10 Cottonwood Point,2530,NSW,Australia,7,944,0.46,81.0
946,Female,44,Software Engineer III,Manufacturing,High Net Worth,Yes,4,2115 Maryland Alley,2320,NSW,Australia,9,947,0.459,34.0
947,Female,35,Account Executive,Health,Mass Customer,No,17,6 Milwaukee Hill,3015,VIC,Australia,4,948,0.456875,30.0
948,Male,13,Help Desk Operator,Manufacturing,High Net Worth,Yes,11,6792 Kropf Hill,2049,NSW,Australia,11,948,0.456875,28.0
949,Male,23,Teacher,Health,High Net Worth,No,2,37 Mesta Road,3198,VIC,Australia,8,948,0.456875,39.0
950,Female,26,Operator,,Mass Customer,No,3,85340 Hovde Way,3153,VIC,Australia,7,951,0.4505,46.0
951,Male,67,Environmental Specialist,IT,Mass Customer,Yes,6,02643 Moose Court,4500,QLD,Australia,7,951,0.4505,56.0
952,Female,23,,Financial Services,Mass Customer,No,6,59252 Maryland Drive,3500,VIC,Australia,3,951,0.4505,45.0
953,Female,74,,Manufacturing,Mass Customer,Yes,15,2886 Buena Vista Terrace,2038,NSW,Australia,11,954,0.45,60.0
954,Female,14,Payment Adjustment Coordinator,,High Net Worth,No,13,58770 Monterey Plaza,2122,NSW,Australia,12,954,0.45,28.0
955,Male,12,Geologist I,Financial Services,Mass Customer,Yes,6,2941 Loftsgordon Hill,3337,VIC,Australia,7,956,0.44625,53.0
956,Female,59,Operator,Retail,Mass Customer,Yes,15,345 Fieldstone Park,2121,NSW,Australia,11,956,0.44625,27.0
957,Female,83,VP Quality Control,,Mass Customer,Yes,9,251 Pierstorff Alley,4170,QLD,Australia,9,956,0.44625,58.0
958,Female,78,Web Designer II,Retail,Mass Customer,No,7,220 Cody Alley,3075,VIC,Australia,8,956,0.44625,24.0
959,Female,62,Programmer III,,Mass Customer,No,4,34 Bunting Pass,3048,VIC,Australia,4,960,0.442,55.0
960,Female,0,Accountant III,Financial Services,Mass Customer,No,10,99 Park Meadow Hill,2570,NSW,Australia,9,960,0.442,47.0
961,Male,15,Recruiting Manager,Health,Mass Customer,No,11,4 Bluestem Pass,3564,VIC,Australia,3,960,0.442,35.0
962,Male,82,Associate Professor,Property,Affluent Customer,Yes,7,078 Erie Point,2760,NSW,Australia,10,963,0.44,53.0
963,Female,25,Research Assistant III,Manufacturing,Mass Customer,Yes,13,6 Hansons Crossing,4123,QLD,Australia,6,963,0.44,42.0
964,Female,42,Human Resources Manager,Health,Mass Customer,Yes,15,8 Saint Paul Junction,2066,NSW,Australia,10,963,0.44,47.0
965,Male,33,Product Engineer,Telecommunications,Affluent Customer,No,1,14067 Armistice Plaza,2770,NSW,Australia,8,963,0.44,28.0
966,Female,6,Geological Engineer,Manufacturing,Mass Customer,No,18,8491 Pennsylvania Crossing,4035,QLD,Australia,6,967,0.4356249999999999,59.0
967,Female,74,Civil Engineer,Manufacturing,High Net Worth,No,14,59208 Barnett Avenue,2104,NSW,Australia,12,967,0.4356249999999999,62.0
968,Male,60,Dental Hygienist,Health,High Net Worth,Yes,15,36 Killdeer Crossing,2705,NSW,Australia,1,967,0.4356249999999999,36.0
969,Male,3,Electrical Engineer,Manufacturing,High Net Worth,Yes,15,305 Sloan Junction,2168,NSW,Australia,8,967,0.4356249999999999,71.0
970,Female,30,Nurse,Property,Affluent Customer,Yes,4,88 Shopko Way,2034,NSW,Australia,9,967,0.4356249999999999,55.0
971,Female,43,,,Affluent Customer,No,10,7 Mallory Lane,3064,VIC,Australia,6,972,0.43,23.0
972,Male,82,,Health,Mass Customer,Yes,11,79907 Randy Center,2192,NSW,Australia,10,972,0.43,24.0
973,Female,37,Senior Quality Engineer,Retail,Mass Customer,Yes,13,446 High Crossing Way,4165,QLD,Australia,5,974,0.425,56.0
974,Female,77,Structural Engineer,Financial Services,Affluent Customer,Yes,10,1530 Columbus Lane,3186,VIC,Australia,12,974,0.425,21.0
975,Male,63,Recruiter,,Affluent Customer,Yes,17,669 Declaration Street,3810,VIC,Australia,6,974,0.425,54.0
976,Male,15,Environmental Tech,Health,Mass Customer,Yes,5,9 Ruskin Way,3228,VIC,Australia,9,977,0.42,55.0
977,Female,56,Structural Analysis Engineer,IT,Mass Customer,No,9,8 Burning Wood Junction,2232,NSW,Australia,10,977,0.42,84.0
978,Male,77,Web Designer II,Argiculture,Mass Customer,Yes,13,5 Melvin Park,3810,VIC,Australia,5,979,0.4165,45.0
979,Male,93,Environmental Tech,Argiculture,Mass Customer,Yes,9,21316 Ohio Place,2121,NSW,Australia,12,979,0.4165,36.0
980,Female,71,Mechanical Systems Engineer,,Mass Customer,Yes,3,93 Sutherland Terrace,2560,NSW,Australia,8,979,0.4165,30.0
981,Female,83,Senior Quality Engineer,Financial Services,Affluent Customer,Yes,22,1560 Grim Avenue,4720,QLD,Australia,1,979,0.4165,71.0
982,Male,45,Sales Associate,Property,Mass Customer,No,8,1 Quincy Road,2565,NSW,Australia,5,983,0.41,66.0
983,Female,5,Quality Control Specialist,,Mass Customer,No,21,607 Memorial Avenue,2074,NSW,Australia,11,983,0.41,71.0
984,U,82,Desktop Support Technician,IT,Affluent Customer,Yes,0,9594 Badeau Street,2050,NSW,Australia,10,985,0.408,
985,Female,83,Research Nurse,Health,Mass Customer,No,15,9460 Monument Park,3277,VIC,Australia,4,985,0.408,35.0
986,Male,41,Web Developer I,IT,Mass Customer,Yes,7,72 Village Terrace,2250,NSW,Australia,8,987,0.4,63.0
987,Female,44,Geologist I,Health,Mass Customer,No,15,694 Coolidge Center,2620,NSW,Australia,7,988,0.3995,25.0
988,Female,64,Quality Control Specialist,Manufacturing,Mass Customer,Yes,11,31854 Anniversary Terrace,2322,NSW,Australia,7,988,0.3995,79.0
989,Female,83,,Manufacturing,High Net Worth,Yes,11,125 Manufacturers Parkway,2193,NSW,Australia,8,988,0.3995,77.0
990,Female,60,Help Desk Operator,Property,Mass Customer,Yes,9,260 Briar Crest Drive,4209,QLD,Australia,6,988,0.3995,68.0
991,Male,59,Automation Specialist I,Manufacturing,Mass Customer,Yes,15,56 Moland Crossing,3356,VIC,Australia,3,988,0.3995,48.0
992,Female,32,Assistant Media Planner,Entertainment,Mass Customer,Yes,8,1 Shelley Pass,4118,QLD,Australia,3,993,0.391,49.0
993,Male,38,Compensation Analyst,Financial Services,Mass Customer,Yes,6,0535 Jay Point,2422,NSW,Australia,4,994,0.3825,63.0
994,Female,15,Office Assistant IV,Retail,Mass Customer,No,3,6 Caliangt Way,3079,VIC,Australia,12,994,0.3825,32.0
995,Male,60,Paralegal,Financial Services,Affluent Customer,No,9,2 Sloan Way,2200,NSW,Australia,7,996,0.374,63.0
996,Male,22,Senior Sales Associate,Health,Mass Customer,No,6,04 Union Crossing,2196,NSW,Australia,10,997,0.357,21.0
997,Female,17,Budget/Accounting Analyst IV,Financial Services,Affluent Customer,Yes,15,33475 Fair Oaks Junction,4702,QLD,Australia,2,997,0.357,68.0
998,Male,30,Financial Advisor,Financial Services,Mass Customer,Yes,19,57666 Victoria Way,4215,QLD,Australia,2,997,0.357,70.0
999,Male,56,Staff Accountant IV,Property,Mass Customer,Yes,14,21875 Grover Drive,2010,NSW,Australia,9,1000,0.34,67.0
